,programTitle,infoCat,region,url,description,organization,contact,page
68,['Agricultural Land Resource Atlas of Alberta'],[],[],['https://www.alberta.ca/agricultural-land-resource-atlas-of-alberta.aspx'],['\nResource maps useful to producers and other agricultural professionals involved in developing environmental farm plans and in other activities related to agricultural land management in Alberta.\n'],['\nAlberta Ministry of Agriculture and Forestry\n'],['\nAg-Info Centre\n\naginfocentre@gov.ab.ca\n\n1-403-742-7901\n310-3276\n'],1
69,['Agricultural Land Use Planning'],[],[],['https://www.gov.mb.ca/agriculture/land-management/land-use-planning.html'],"['\nProvides resources discussing agricultural land use policies for farmers, planning districts and municipal governments, private planners and developers in Manitoba.\n']",['\nManitoba Agriculture and Resource Development\n'],['\n\nagriculture@gov.mb.ca\n\n1-844-769-6224\n\nhttps://www.gov.mb.ca/agriculture/contact/index.html\n\n'],1
70,['Agricultural Marshlands'],[],[],['http://novascotia.ca/agri/programs-and-services/industry-protection/#marshlands'],['\nMaintains a system of dykes and aboiteaux to protect agricultural marshlands from coastal flooding.\n'],['\nNova Scotia Department of Agriculture\n'],['\n\nLandProtectionInformation@novascotia.ca\n\n1-902-893-0244\n1-902-893-6555\n'],1
71,['Agricultural Operation Practices Act'],['Guides/Information'],[],['https://open.alberta.ca/publications/a07'],"[""\nA guide to inform Alberta's livestock industry on how the Agricultural Operation Practices Act (AOPA) affects them.\n""]",['\nAlberta Department of Agriculture and Forestry\n'],['\nAg-Info Centre\n\naginfocentre@gov.ab.ca\n\n1-403-742-7901\n310-3276\n'],1
72,['Agricultural Producers Association of Saskatchewan'],[],[],['https://apas.ca/'],"['\nRepresents farmers, agriculture and rural communities in Saskatchewan on key policy issues.\n']",['\nAgricultural Producers Association of Saskatchewan\n'],"['\n3401A Pasqua Street, Regina, SK, S4S 7K9\n1-306-789-7774\n1-306-789-7779\n\ninfo@apas.ca\n\n']",1
73,['Agricultural Real Estate Transfers by Municipality'],[],[],['https://www.alberta.ca/agricultural-real-estate-transfers-by-municipality-and-c-l-i-class.aspx'],"['\nThe value, acreage and number of lands transfers by municipality and sorted by C.L.I. class.\n']",['\nAlberta Ministry of Agriculture and Forestry\n'],['\nAg-Info Centre\n\naginfocentre@gov.ab.ca\n\n1-403-742-7901\n310-3276\n'],1
74,['Agricultural Real Estate Transfers: 2000-2019'],['Guides/Information'],[],['https://open.alberta.ca/publications/agricultural-real-estate-transfers-2000-2019'],"['\nLists the average value, acreage and number of lands transfers by municipality and by agricultural capability of land.\n']",['\nAlberta Ministry of Agriculture and Forestry\n'],['\nAg-Info Centre\n1-403-742-7901\n310-3276\n\naginfocentre@gov.ab.ca\n\n'],1
75,['Agricultural Regions of Alberta Soil Inventory Database (AGRASID)'],[],[],['https://www.alberta.ca/agricultural-regions-of-alberta-soil-inventory-database.aspx'],['\nDownload the latest version of AGRASID for the soil landscape and the land system inventories.\n'],['\nAlberta Ministry of Agriculture and Forestry\n'],['\nAg-Info Centre\n1-403-742-7901\n310-3276\n\naginfocentre@gov.ab.ca\n\n'],1
76,['Agricultural Resource Management System (ARMS)'],[],[],['http://www2.gnb.ca/content/gnb/en/departments/10/agriculture/content/arms.html'],['\nAn electronic agricultural mapping service is available to assist industry stakeholders manage their land resources.\n'],"['\nNew Brunswick Agriculture, Aquaculture and Fisheries\n']",['\n\nDAAF-MAAP@gnb.ca\n\n1-506-453-7170\n1-506-453-3826\n1-888-622-4742\n'],1
77,['Agricultural Skills and Knowledge (ASK) Program'],[],[],['http://www.saskatchewan.ca/business/agriculture-natural-resources-and-industry/agribusiness-farmers-and-ranchers/canadian-agricultural-partnership-cap/risk-management/agricultural-skills-and-knowledge-ask-program'],['\nAgricultural Skills and Knowledge program provides a rebate to help producers access training related to farm management with the intent of increasing profitability or mitigating risks.\n'],['\nSaskatchewan Ministry of Agriculture\n'],['\n1-306-694-3938\n1-866-457-2377\n'],1
78,['Agricultural Society for Indigenous Food Products'],[],[],['http://asifp.ca/'],['\nPromotes the products of Indigenous lands and provides assistance to future Indigenous farmers and harvesters in Quebec and Ontario.\n'],['\nAgricultural Society for Indigenous Food Products\n'],"['\n380 rue Chef Max Gros-Louis, Wendake, QU, G0A 4V0\n1-418-843-2733\n\ninfo@asifp.ca\n\n']",1
79,['Agricultural Soil Compaction : Causes and Management'],['Guides/Information'],[],['https://open.alberta.ca/publications/5333887'],"['\nThis fact sheet discusses the importance of soil porosity, looks at several different types of soil compaction that may occur, and outlines best management practices to prevent soil compaction.\n']",['\nAlberta Ministry of Agriculture and Forestry\n'],['\nAg-Info Centre\n\naginfocentre@gov.ab.ca\n\n1-403-742-7901\n310-3276\n'],1
80,['Agricultural Statistics'],[],[],['https://www.princeedwardisland.ca/en/information/agriculture-and-land/agriculture-statistics'],['\nProvides an agriculture statistics review for Prince Edward Island.\n'],['\nPrince Edward Island Department of Agriculture and Land\n'],"['\n\nDeptAgLand@gov.pe.ca\n\n1-902-368-4880\n', '\n1-902-368-4857\n1-866-734-3276\n']",1
81,['Agricultural Structures'],['Guides/Information'],[],['http://www.omafra.gov.on.ca/english/engineer/structures.htm'],['\nInformation related to agricultural structures.\xa0\n'],"['\nOntario Ministry of Agriculture, Food and Rural Affairs\n']",['\n1-877-424-1300\n\nag.info.omafra@ontario.ca\xa0\n\n'],1
82,['Agricultural System for the Greater Golden Horseshoe (GGH)'],['Guides/Information'],[],['http://www.omafra.gov.on.ca/english/landuse/agsys-ggh.htm'],['\nInformation on the agricultural system for the Greater Golden Horseshoe.\xa0\n'],"['\nOntario Ministry of Agriculture, Food and Rural Affairs\n']",['\n1-877-424-1300\n\nag.info.omafra@ontario.ca\xa0\n\n'],1
83,['Agricultural Trade Services'],[],[],['https://www.alberta.ca/agricultural-trade-services.aspx'],"['\nServices, market updates, trade events and resources for Alberta exporters and international buyers.\n']",['\nAlberta Ministry of Agriculture and Forestry\n'],['\nMarket Development Section\n\nagrifoodexports@gov.ab.ca\n\n\nhttps://www.alberta.ca/contact-agriculture-market-specialists.aspx\n\n'],1
84,['Agricultural Trusts in BC'],[],[],['https://www2.gov.bc.ca/gov/content/industry/agriculture-seafood/business-market-development/agricultural-trusts-and-councils/agricultural-trusts'],"[""\nTrust funds are established to provide partial funding to help stimulate an industry's development initiatives.\n""]",['\nBC Ministry of Agriculture\n'],['\n\nAgriServiceBC@gov.bc.ca\n\n1-888-221-7141\n'],1
85,['Agricultural Waste Management'],['Guides/Information'],[],['https://www2.gov.bc.ca/gov/content/industry/agriculture-seafood/agricultural-land-and-environment/agricultural-waste-management'],['\nIt is critically important to follow recommended beneficial practices of agricultural waste management for the health and welfare of yourself and others.\n'],['\nBritish Columbia Ministry of Agriculture\n'],['\n\nAgriServiceBC@gov.bc.ca\n\n1-888-221-7141\n'],1
86,['Agricultural Water'],['Guides/Information'],[],['https://www.alberta.ca/agricultural-water.aspx'],"['\nWater quality is important for many agricultural uses such as livestock watering, irrigation, and spraying.\n']",['\nAlberta Ministry of Agriculture and Forestry\n'],['\nAg-Info Centre\n1-403-742-7901\n310-3276\n\naginfocentre@gov.ab.ca\n\n'],1
87,['Agricultural Weed Control'],[],[],['https://novascotia.ca/agri/programs-and-services/industry-protection/#weeds'],['\nThe intent of the Act is to preserve the quality of agricultural land and provide protection from weeds that may be harmful to livestock.\n'],['\nNova Scotia Department of Agriculture\n'],['\nSawyer Olmstead\n902-956-0981\n\nSawyer.Olmstead@novascotia.ca\n\n'],1
88,['Agricultural herbicides and pesticides'],['Guides/Information'],[],['https://www.alberta.ca/about-pests-and-herbicides.aspx'],['\nLearn about steps that can help increase herbicide effectiveness and reduce herbicide resistance.\n'],['\nAlberta Ministry of Agriculture and Forestry\n'],['\nAg-Info Centre\n\naginfocentre@gov.ab.ca\n\n1-403-742-7901\n310-3276\n'],1
89,['Agriculture Access Road and Electrical Program'],['Guides/Information'],[],['https://www.gov.nl.ca/ffa/faa/agrifoods/land/land-use/agric-prog/'],['\nThe Agriculture Access Road and Electrical Program aims to increase farm efficiency and promote the development of agriculture by providing off-farm access roads and electrical service.\n'],"['\nGovernment Newfoundland and Labrador, Department of Fisheries, Forestry and Agriculture\n']",['\nLand Resource Stewardship Division\n1-709-637-2586\n1-709-637-2081\n'],1
90,['Agriculture Awareness Initiative'],[],[],['https://www.iti.gov.nt.ca/en/services/apply-agriculture-awareness-initiative'],"['\nThe purpose of this program is to inform and promote the agriculture and agri-foods sector across the NWT, such as by providing information through public awareness and promotional activities to all residents about the benefits of local food production.\n']","['\nNorthwest Territories Department of Industry, Tourism and Investment\n']",['\n867-767-9205 poste 63107\n'],1
91,['Agriculture Awareness Initiative Program (AAIP)'],[],[],['http://www.saskatchewan.ca/business/agriculture-natural-resources-and-industry/agribusiness-farmers-and-ranchers/canadian-agricultural-partnership-cap/public-trust/agriculture-awareness-initiative-program-aaip'],"[""\nThe Agriculture Awareness Initiative Program is a proposal-based program to fund strategic industry projects that target critical audiences and address key threats to agriculture's social licence.\n""]",['\nSaskatchewan Ministry of Agriculture\n'],"['\n\nagprograms@gov.sk.ca\n\n', '\n1-306-694-3938\n1-866-457-2377\n']",1
92,['Agriculture Awareness Program'],[],[],['https://yukon.ca/en/agriculture-promotion-funding'],['\nThe Agriculture Awareness Program promotes agriculture and the agri-foods sector across Yukon. The goal is to share the benefits of agriculture development with Yukoners.\n'],"['\nGovernment of Yukon, Agriculture Branch\n']",['\n1-867-667-5838\n\nagriculture@gov.yk.ca\n\n'],1
93,['Agriculture Business Advancer Program'],[],[],['https://novascotia.ca/programs/Agriculture-Business-Advancer/'],"['\nThe Agriculture Business Advancer program helps farms get new technologies, processes or specialized equipment to grow their business.\n']",['\nNova Scotia Department of Agriculture\n'],['\n1-902-893-6377\n1-866-844-4276\n1-902-893-7579\n\nprm@novascotia.ca\n\n'],1
94,['Agriculture Business Program'],[],[],['https://yukon.ca/en/agribusiness-program'],['\nThe Agriculture Business Program provides funding for you to hire consultant services to develop a business plan; examine financial situations; discuss business objectives; and determine current options in meeting profit goals or succession plans.\n'],"['\nGovernment of Yukon, Agriculture Branch\n']",['\n1-867-667-5838\n\nagriculture@gov.yk.ca\n\n'],1
95,['Agriculture Business Program'],[],[],['https://www.gov.nl.ca/ffa/programs-and-funding/programs/cap/'],"['\nThe objective of the Agriculture Business Program is to enhance market development opportunities and growth, address market access challenges, increase knowledge transfer and skills development and encourage the utilization of beneficial business management practices.\n']","['\nNewfoundland and Labrador, Department of Fisheries, Forestry and Agriculture\n']",['\n\nCAP@gov.nl.ca\n\n1-709-637-2589\n1-709-637-2077\n'],1
96,['Agriculture Business Tools'],[],[],['https://www.alberta.ca/agriculture-business-tools.aspx'],['\nThese applications and software programs help livestock and crop producers make better financial management decisions.\n'],['\nAlberta Ministry of Agriculture and Forestry\n'],['\nAg-Info Centre\n1-403-742-7901\n310-3276\n\naginfocentre@gov.ab.ca\n\n'],1
97,['Agriculture Council of Saskatchewan Inc'],[],[],['https://agcouncil.ca/'],"[""\nWorks to address issues and new opportunities in Saskatchewan's agriculture and agri-food industry.\n""]",['\nAgriculture Council of Saskatchewan Inc\n'],"['\n2335 Schulyer Street, Saskatoon, SK, S7M 5V1\n\ninfo@agcouncil.ca\n\n1-306-975-6850\n1-306-975-6881\n']",1
98,['Agriculture Development Branch Staff Directory'],['Guides/Information'],[],['http://www.omafra.gov.on.ca/english/livestock/directory/staffdirectorymgmtandadmin.htm'],"[""\nProvides a directory of the Ontario Ministry of Agriculture, Food and Ministry of Rural Affairs (OMAFRA)'s Agriculture Development Branch.\n""]","['\nOntario Ministry of Agriculture, Food and Rural Affairs\n']",['\n\nag.info.omafra@ontario.ca\xa0\n\n1-877-424-1300\n'],1
99,['Agriculture Development Branch Successes'],['Guides/Information'],[],['http://www.omafra.gov.on.ca/english/busdev/branch/successreport.htm'],"['\nThe Agriculture Development Branch (ADB), a branch within the Ontario Ministry of Agriculture, Food and Rural Affairs (OMAFRA) provides crop, livestock and business management technology transfer and advice to enable innovation and change to strengthen economic and environmental sustainability of a diverse agriculture sector.\n']","['\nOntario Ministry of Agriculture, Food and Rural Affairs\n']",['\n\nag.info.omafra@ontario.ca\xa0\n\n1-877-424-1300\n'],1
100,['Agriculture Development Fund (ADF)'],[],[],['http://www.saskatchewan.ca/business/agriculture-natural-resources-and-industry/agribusiness-farmers-and-ranchers/canadian-agricultural-partnership-cap/science-research-and-innovation/adf'],['\nThe Agriculture Development Fund (ADF) supports the growth of the agriculture industry in Saskatchewan. ADF develops solutions to emerging problems that constrain production and value-added processing.\n'],['\nSaskatchewan Ministry of Agriculture\n'],['\n\narbonline@gov.sk.ca\n\n1-306-787-2654\n1-306-787-6566\n'],2
